image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
17-3-114-02_上長溝橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\17-3-114-02_上長溝橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",124,舗装にひびわれ(W=2mm)・段差(h=25mm)、地覆に剥離・鉄筋露出が見られる。舗装の段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,91,0.7476846
17-3-040-01_慶應橋_PIC081,data\image_text_inspect_n10789\rank_c_images_n10789\17-3-040-01_慶應橋_PIC081.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・鉄筋露出、横桁にうき・鉄筋露出、間詰めに錆汁が見られる。ひびわれは、ASRや被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。うき・鉄筋露出は、局所的なため、道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。",213,舗装に小さなポットホールが部分的に発生し、A2側伸縮装置付近の舗装の段差が大きい。　　　　　　　　　　伸縮装置目地材が一部ぬけ落ちている。　　　　　　　　　　　　　　　　高欄にひび割れ及び欠損、遊離石灰が部分的に発生している。　　　　　　　　　　　　　　　　　段差は通行者の安全性に影響を及ぼすため、維持工事等で補修が必要である。　　　　　　　　　　　　　　　　　　　その他の損傷は、局部的であり経過観察とする。,206,0.64678884
6852_愛宕橋_PIC032,data\image_text_inspect_n10789\rank_c_images_n10789\6852_愛宕橋_PIC032.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,橋台にひびわれと漏水･滞水が認められる。軽微な損傷であるため，経過観察が望ましい。,41,0.59992373
07-3-012-01_黒川橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\07-3-012-01_黒川橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,・主桁にアルカリ骨材反応の疑いのあるひびわれが多数見られる。また、ひびわれからの遊離石灰も見られる。施工不良によるものと推測される欠損および、品質不良による鉄筋露出が見られる。・間詰め床版に橋面からの雨水の浸透によるものと推測されるサビ汁を含む遊離石灰が見られる。,132,0.625274
341110_伏野下・東西線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\341110_伏野下・東西線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ N（必要に応じて）",169,床版コンクリートが広範囲で剥離し、鉄筋が露出している。,27,0.51028275
07-3-014-01_供有橋_PIC042,data\image_text_inspect_n10789\rank_c_images_n10789\07-3-014-01_供有橋_PIC042.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ（進行）",128,・舗装にひびわれが見られる。・伸縮装置部に目地材の劣化が見られる。・地覆に軽微な鉄筋露出、錆汁を伴う遊離石灰が見られる。・防護柵に腐食、変形、ボルトのゆるみが見られる。,84,0.7464046
10000_成仏橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\10000_成仏橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装前面にひびわれ、ポットホールがみられる。桁下の水の侵入経路になっているものと考えられる。損傷の進行や劣化因子による損傷を防止するため、早期に措置を講ずることが望まれるため、健全度評価「Ⅲ」とする。,100,0.64037514
04-3-034-01_薬師橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\04-3-034-01_薬師橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出が見られる。経年劣化及び被り不足が要因と推定される。道路橋の機能に支障は生じてないが、前回点検より劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",167,路面にひびわれ、伸縮材の変形、地覆にひびわれ、防護柵(高欄)に変形、腐食が見られる。損傷は状況に応じて補修を行う事が望ましい。,63,0.7541937
11-3-008-01_二本松橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-008-01_二本松橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆に鉄筋露出が見られる。経過観察を行い、状況により補修を行う。前回点検時から進展はない。",117,伸縮装置の欠損、目地異常から雨水が浸透する恐れがある。止水機能の向上を行うのが望ましい。,44,0.562009
18-1-123-01_遠内・和田線1号橋_PIC019,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-123-01_遠内・和田線1号橋_PIC019.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ（進行）",128,路肩に著しい土砂堆積が見られる。維持工事等で撤去が必要である。,31,0.48422253
10-3-031-03_四辻橋_PIC026,data\image_text_inspect_n10789\rank_c_images_n10789\10-3-031-03_四辻橋_PIC026.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,橋台にひびわれ(最大W=1.0mm)・伸縮装置からと思われる漏水跡・うき・遊離石灰、橋脚にひびわれ(最大W=1.0mm)・伸縮装置からと思われる漏水跡・錆汁を伴う遊離石灰、落橋防止装置に表面的な腐食が見られる。ひびわれは、施工初期の乾燥収縮や温度が原因と考えられる。前回点検のひびわれがうきに進展している。経過観察を行い、状況により補修を行う。,172,0.72884107
07-1-003-02__PIC113,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC113.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,・主桁に鉄筋の腐食膨張によるものと推測されるひびわれ、うきが見られ、鉄筋のかぶり不足による鉄筋露出が見られる。また、広範囲に橋面からの浸透水によるものと推測され、かつ、補修不良によるものと推測される補修部のひびわれ、うき、減肉を伴う鉄筋露出、錆汁を伴う遊離石灰が見られる。・横桁に鉄筋のかぶり不足による鉄筋露出が見られ、施工不良による豆板も見られる。・床版に橋面からの浸透水によるものと推測されるひびわれからの遊離石灰が見られる。,215,0.7999542
01-3-036-01_八王子橋_PIC128,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-036-01_八王子橋_PIC128.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装にひびわれ（W=5mm未満）・肌別れ・段差（最大h=35mm)、伸縮装置のゴムの変形・後打ちコンクリートのひびわれ(W=0.5mm)・破損、地覆にひびわれ・鉄筋露出、防護柵に表面的な腐食、排水桝に土砂詰りが見られる。舗装の段差、排水桝の土砂詰まりは、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,169,0.6202581
10000_隠藪橋_PIC011,data\image_text_inspect_n10789\rank_c_images_n10789\10000_隠藪橋_PIC011.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵基礎もみられる。道路橋の機能に支障は生じておらず、「状況に応じて、監視・対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NATIONAL 土木保全委員会",162,主桁に剥離、うき、遊離石灰、床版に鉄筋露出、遊離石灰がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,60,0.5573131
6530_鳩岡跨線橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\6530_鳩岡跨線橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆（親柱）も大きく欠損している。経過観察を行い、状況により補修を行う。前回点検時から進展はない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。",167,舗装のひび割れは桁下の損傷の影響受けたものではないため問題ないと思われるが、防護柵については、コンクリート親柱のぐらつき、フェンスの腐食が著しく、防護柵の機能を果たしていないと思われる。車両の衝突があった場合、剥落等の危険性が考えられる。,119,0.649248
09-3-005-01_潟上橋_PIC022,data\image_text_inspect_n10789\rank_c_images_n10789\09-3-005-01_潟上橋_PIC022.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆に鉄筋露出が見られる。経過観察を行い、状況により補修を行う。前回点検時から進展はない。",117,コンクリート舗装に橋軸方向のひび割れ、A2側伸縮装置部の段差、地覆上面の鉄筋露出、防護柵の腐食による断面欠損、排水管の著しい腐食による板厚減少が見られる。A2側伸縮装置部の段差は、歩行者の通行に支障がある為、補修が必要である。その他の損傷は、経過観察とする。,129,0.7786817
05-1-001-01_前橋_PIC013,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-001-01_前橋_PIC013.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ（進行）",128,舗装にひびわれ（W=5mm未満）・段差(h=30mm)、地覆にひびわれ(W=0.5mm)・欠損、防護柵に表面的な腐食・変形、支柱基部に孔食が見られる。舗装の段差は、維持工事等で補修が必要である。,97,0.6937828
17-1-015-02_跨道橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\17-1-015-02_跨道橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ（進行）",128,舗装に多数のポットホール・格子状のひびわれ、舗装に段差(最大h=40mm)、目地板の変形・隆起(h=20mm)、地覆に鉄筋露出・欠損、防護柵に表面的な腐食・塗装の剥離、排水桝に著しい土砂詰り、排水パイプに土砂詰り・脱落、排水パイプ取付金具にアンカーの抜け・表面的な腐食が見られる。舗装のポットホール・段差、排水装置の土砂詰りは維持工事等で補修が必要である。舗装のポットホールは、橋脚に影響するため、早期に措置が必要である。,211,0.6664201
18-2-014-02_下藤木・沼田峠線1号橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-014-02_下藤木・沼田峠線1号橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)補修済みなおっと知らせ掛け扇形板部支承付近に表面劣化が見られる。車両等通行時に脱落する可能性があるため、必要に応じて止水機能の向上を図る必要がある。前回点検：N今回点検：N軽微な漏水は経過観察とする。道路橋の機能に支障は生じていないが、前回点検から進展が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",279,主桁に断面減少を伴う鉄筋露出・鉄筋破断・うきが見られる。鉄筋の被り不足及び中性化・塩害が原因と考えられる。前回点検から鉄筋露出に進展が見られる。経過観察を行い、状況により補修を行う。,91,0.72052246
10-3-031-02_沢田橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\10-3-031-02_沢田橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ(W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。前回点検では、伸縮装置からと思われる漏水跡が見られたが、次回点検時に進行度判定を行う。道路橋の機能に支障は生じてないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",187,舗装にひびわれ（最大W=10mm)、縁石に破損、地覆にうき・破損・遊離石灰、防護柵に表面的な腐食・変形が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,84,0.65013266
18-3-079-01_神原橋_PIC029,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-079-01_神原橋_PIC029.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)補修済みなおっと知らせる。",129,A1橋台に破断(W=70.0mm)・基礎に洗堀・伸縮装置からと思われる漏水跡、P1橋脚にひびわれ（最大W=1.7mm)・うき・鉄筋露出が見られる。A1橋台の破断は、施工不良、P1橋脚柱のひびわれは、施工初期の乾燥収縮や温度応力・ASRが原因と考えられる。前回点検からひびわれに進展が見られると思われる。経過観察を行い、状況により補修を行う。,170,0.6887442
19-1-515-03_常盤橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\19-1-515-03_常盤橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきも見られる。旧排水管周りは土砂つまりが生じており、洗掘により部分的な欠損となっている。車両等通行時には対面通行であれば問題ないが、同方向からの通行の場合は、前回点検時より進行性があるため注意が必要である。道路橋の機能に支障は生じていないが、「交通に支障がなければ、次回点検」とする。",210,主桁にひびわれ、うき、鉄筋露出が見られる。横桁にうきが見られる。床版の広範囲にひびわれ、うき、鉄筋露出、遊離石灰、伸縮装置からの漏水が見られる。かぶり不足および伸縮装置からの漏水が原因と思われる。前回点検より劣化進行が見られるため、状況に応じて対策を行うことが望ましい。,135,0.76138264
13-3-013-01_十楽橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\13-3-013-01_十楽橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,・舗装に格子状舗装ひびわれが見られる。・防護柵(起点より左側)に腐食、変形が見られ、前回点検時見られた防護柵(起点より右側)の腐食、変形、ボルトの脱落は補修済である。,83,0.6833431
01-3-071-01_北河内６号線１号橋_PIC051,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-071-01_北河内６号線１号橋_PIC051.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装に欠損、段差(h=15mm)、伸縮装置の目地板が変形、土砂詰り、地覆に鉄筋露出、防護柵のビームに腐食・変形、ボルトに腐食、排水パイプに板厚減少が見られる、舗装の段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,128,0.6930823
03-1-007-01_下市橋_PIC123,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-007-01_下市橋_PIC123.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。",215,舗装にひびわれ（W=5mm未満）・段差(最大h=25mm）、伸縮装置にゴムの剥離・欠損・後打ちコンクリートの鉄筋露出、地覆に鉄筋露出・剥離・うき・破損・シール材の欠損、排水パイプに著しい腐食による欠損が見られる。舗装の段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,155,0.646863
15-1-006-01_江良橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\15-1-006-01_江良橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・鉄筋露出、横桁にうき・鉄筋露出、間詰めに空洞が見られる。ひびわれは、ASRや被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。Re-INSPECTIONで、新な損傷箇所が確認された。",179,主桁にひび割れが多数みられる。間詰めからの遊離石灰がみられる。いずれも補修対策を行うのが望ましい。,49,0.6687625
10000_栃原橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\10000_栃原橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,主桁に鉄筋露出がみられる。緊急性はなく、予防保全の観点から健全度評価「Ⅱ」とする。,41,0.59772426
19-2-522-01_西ヶ原橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-522-01_西ヶ原橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)補修済みなおっと知らせる。",129,主桁下面にうき、鉄筋露出が見られる。かぶり不足および伝い水が原因と思われる。前回点検からの劣化進行は軽微であり、道路橋の機能に支障は生じていないため「経過観察することが望ましい」状態である。,95,0.70408964
01-2-008-03_東園橋_PIC022,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-008-03_東園橋_PIC022.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ",113,・橋台に鉄筋のかぶり不足による鉄筋露出、施工不良によるものと推測される剥離が見られる。また、伸縮装置部からの浸透水によるものと推測される錆汁を伴う遊離石灰が見られる。,83,0.6532286
19-2-412-01_榎谷橋_PIC021,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-412-01_榎谷橋_PIC021.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,橋脚に遊離石灰、鉄筋露出が見られる。,18,0.6349393
01-3-006-01_下田橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-006-01_下田橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ",113,主桁に著しい腐食による層状剥離・板厚減少、横桁に板厚減少・断面欠損、ガセットプレートに膨張、デッキプレートに板厚減少・孔食・ボルトの表面的な腐食が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,112,0.7286794
340230_三谷川橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\340230_三谷川橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて，必要に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ",131,主桁が広範囲で鉄筋露出しておりコンクリートのかぶりのある場所の方が少ない。床版の鉄筋も法範囲で露出している。,54,0.5166206
08-3-027-01_高良田橋_PIC040,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-027-01_高良田橋_PIC040.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ",112,・舗装にひびわれ、段差が見られる。・伸縮装置部に目地材の劣化、後打ち部に欠損が見られる。・地覆にひびわれ、うき、鉄筋露出、欠損、遊離石灰が見られる。・防護柵に腐食が見られる。・排水桝に土砂詰まり、排水管に減肉を伴う腐食が見られる。（一部部材の欠損）,124,0.7171272
05-1-010-01_えびす橋_PIC068,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-010-01_えびす橋_PIC068.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,橋台にひびわれ（最大W=12.0mm)・鉄筋露出・うき・豆板・欠損・遊離石灰・伸縮装置からと思われる漏水跡・著しい土砂堆積が見られる。ひびわれに錆汁は見られず、その他の損傷と共に経過観察を行い、状況により補修を行う。,108,0.7614689
18-2-010-03_船路大月線2号橋_PIC016,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-010-03_船路大月線2号橋_PIC016.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形･腐食が見られる。維持工事等で補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",124,伸縮装置部目地材のぬけ落ちが認められる。　　　下部構造へ雨水の浸透が見られるため伸縮装置の補修により止水機能の向上を図る必要がある。　　　　　　　　　　　　　地覆の欠損が著しく発生している。　　　　　　　　　　防護柵の強度に影響を及ぼしているため速やかな断面修復等の補修が必要である。,142,0.78201306
04-3-035-01_清水橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\04-3-035-01_清水橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的であるため、経過観察を行い、状況により補修を行う。",217,舗装にひびわれ(W=6mm)・ポットホール、伸縮装置に土砂詰り、地覆にひびわれ、防護柵の腐食・変形・ボルトの腐食、排水桝に目皿の腐食・土砂詰りが見られる。排水桝の土砂詰りは維持工事等により撤去が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,130,0.6299637
09-1-002-01_中河原橋_PIC026,data\image_text_inspect_n10789\rank_c_images_n10789\09-1-002-01_中河原橋_PIC026.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NATIONAL 地覆・横桟（一部）・ボルト・ナット・製品選び・表面被り不足・経年変化、地覆親柱付近・排水管（一部）は、継目よって断面修復等の補修が必要である。",205,A1橋台に鉛直方向のひび割れが複数発生し、ひび割れより錆汁を伴う遊離石灰が認められる。　　　　　　　　　　　　　　　　　　A1、A2橋台のコンクリート表面が劣化し、ジャンカが複数発生している。　　　　　　　　　　　　　　　　いずれの損傷も経過観察とするが、ひび割れは必要に応じて補修が必要である。,148,0.79643494
05-3-052-01_鰐石橋_PIC027,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-052-01_鰐石橋_PIC027.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,添架物取付金具固定ボルトに著しい腐食が見られる。経過観察を行い、状況により補修を行う。,43,0.727062
17-3-079-01_小古郷橋_PIC006,data\image_text_inspect_n10789\rank_c_images_n10789\17-3-079-01_小古郷橋_PIC006.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに若干進展が見られる。ひびわれは軽微であり、その他の損傷と共に経過観察を行い、状況により補修を行う。",211,舗装にひびわれ(最大W=5mm)、高欄にひびわれ(W=1.0mm)・遊離石灰・うき・剥離が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,77,0.6734338
6851_徳間草橋_PIC008,data\image_text_inspect_n10789\rank_c_images_n10789\6851_徳間草橋_PIC008.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて，必要に応じて断面修復等の補修が望ましい」とする。前回点検：Ⅱ今回点検：Ⅱ NPO・委託工事（株）",142,プレテン桁の下面に多数のひびわれ(w=0.7mm)が生じており，錆汁が滲出している箇所も認められる。予防保全の観点から，補修対策を実施することが望ましいと考えられる。,83,0.7748723
01-3-036-01_八王子橋_PIC057,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-036-01_八王子橋_PIC057.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁にひびわれ（最大W=0.5mm)・うき・欠損・横締め定着部の鋼材露出・後埋めモルタルの剥離・鋼材露出、横桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出・木片の残置・遊離石灰、間詰めに遊離石灰が見られる。ひびわれに錆汁は見られず、その他の損傷と共に経過観察を行い、状況により補修を行う。,146,0.6807549
